id,declarant1.nom,declarant1.nomNaissance,declarant1.prenoms,declarant1.dob,declarant2.nom,declarant2.nomNaissance,declarant2.prenoms,declarant2.dob,adress.ligne1,adress.ligne2,anneeImpots,anneeRevenus,dateRecouvrement,dateEtablissement,nombreParts,situationFamiliale,nombreDePersonneACharge,revenuBrutGlobal,revenuImposable,impotsNetAvantCorrections,impots,revenuFiscalReference,situationPartielle,erreurCorrectif
1901399999061+1901399999061,BARBIER,NICOLLE,MARTINE,02/03/1955,,,,,61 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999062+1901399999062,LEMAIRE,LEMAIRE,GILLES,03/03/1955,RODRIGUES,RODRIGUES,AUGUSTE,01/07/1970,62 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,7,Marié(e)s,5,45 000 €,45 000 €,100 €,100 €,42 000 €,,
1901399999063+1901399999063,GERARD,GERARD,FRANCIS,04/03/1955,,,,,63 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 20 000 € , 20 000 € , 100 € , 100 € , 18 000 € ,,
1901399999064+1901399999064,JOLY,JOLY,DENIS,05/03/1955,LE GALL,VERGER,PASCALE,01/07/1970,64 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999065+1901399999065,DUMAS,PIERRON,HELENE,06/03/1955,,,,,65 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999066+1901399999066,AUBERT,REBOUL,NICOLE,07/03/1955,MARECHAL,MARECHAL,REMY,01/07/1970,66 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999067+1901399999067,ROY,ROY,VINCENT,08/03/1955,,,,,67 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999068+1901399999068,LACROIX,LACROIX,ALEXANDRE,09/03/1955,COLLIN,TISSERAND,RAYMONDE,01/07/1970,68 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999069+1901399999069,PICARD,PICARD,EMILE,10/03/1955,,,,,69 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999070+1901399999070,DA SILVA,GAUBERT,SOPHIE,11/03/1955,CHAUVIN,CHAUVIN,EDOUARD,01/07/1970,70 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999071+1901399999071,ROGER,HUE,THERESE,12/03/1955,,,,,71 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999072+1901399999072,JEAN,LE BORGNE,MICHELE,13/03/1955,BENARD,BENARD,ALFRED,01/07/1970,72 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999073+1901399999073,LEROUX,MENDES,VALERIE,14/03/1955,,,,,73 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999074+1901399999074,COLIN,COLIN,MOHAMED,15/03/1955,,,,,74 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999075+1901399999075,REY,REY,FRANCK,16/03/1955,DOS SANTOS,PHAM,BEATRICE,01/07/1970,75 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999076+1901399999076,ROLLAND,ROLLAND,JEROME,17/03/1955,,,,,76 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0,16 000 €,16 000 €,Non imposable,Non imposable,14 000 €,,
1901399999077+1901399999077,RENAUD,MORICE,VERONIQUE,18/03/1955,PERRIER,PERRIER,CEDRIC,01/07/1970,77 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999078+1901399999078,RODRIGUEZ,RODRIGUEZ,JOEL,19/03/1955,,,,,78 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1,22 000 €,22 000 €,100 €,100 €,20 000 €,,
1901399999079+1901399999079,OLIVIER,OLIVIER,ROLAND,20/03/1955,ETIENNE,BILLON,GISELE,01/07/1970,79 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999080+1901399999080,PIERRE,PIERRE,JOSE,21/03/1955,,,,,80 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2,27 000 €,27 000 €,100 €,100 €,25 000 €,,
1901399999081+1901399999081,COHEN,COHEN,LUC,22/03/1955,GROS,GENIN,MIREILLE,01/07/1970,81 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999082+1901399999082,LEMOINE,BARTHE,CHANTAL,23/03/1955,,,,,82 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3,32 000 €,32 000 €,100 €,100 €,30 000 €,,
1901399999083+1901399999083,BENOIT,BOISSEAU,CHRISTIANE,24/03/1955,WEBER,WEBER,JULES,01/07/1970,83 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999084+1901399999084,SCHMITT,VILLAIN,PATRICIA,25/03/1955,,,,,84 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4,35 000 €,35 000 €,100 €,100 €,33 000 €,,
1901399999085+1901399999085,BOURGEOIS,BOURGEOIS,PATRICE,26/03/1955,CHEVALLIER,MOINE,CHRISTELLE,01/07/1970,85 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999086+1901399999086,DUPUY,BAUDOIN,LOUISE,27/03/1955,,,,,86 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5,41 000 €,41 000 €,100 €,100 €,39 000 €,,
1901399999087+1901399999087,BERGER,BERGER,HERVE,28/03/1955,LEVEQUE,BOUYER,ODETTE,01/07/1970,87 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,7,Marié(e)s,5,45 000 €,45 000 €,100 €,100 €,42 000 €,,
1901399999088+1901399999088,CARON,GODIN,MADELEINE,29/03/1955,,,,,88 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 20 000 € , 20 000 € , 100 € , 100 € , 18 000 € ,,
1901399999089+1901399999089,PHILIPPE,PHILIPPE,ANDREE,30/03/1955,SCHNEIDER,SCHNEIDER,MARGUERITE,01/07/1970,89 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999090+1901399999090,LECLERC,WOLFF,BRIGITTE,31/03/1955,,,,,90 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Célibataire,1, 28 000 € , 28 000 € , 100 € , 100 € , 26 000 € ,,
1901399999091+1901399999091,MARTY,LE GAL,STEPHANIE,01/04/1955,GILLET,GILLET,ADRIEN,01/07/1970,91 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Marié(e)s,1, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999092+1901399999092,GUILLAUME,OGER,SANDRINE,02/04/1955,,,,,92 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,3,Célibataire,2, 32 000 € , 32 000 € , 100 € , 100 € , 30 000 € ,,
1901399999093+1901399999093,HUBERT,HUBERT,EMMANUEL,03/04/1955,BARRE,RENOU,AGNES,01/07/1970,93 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,2, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999094+1901399999094,GUILLOT,DUPOUY,ANNIE,04/04/1955,,,,,94 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,4,Célibataire,3, 41 000 € , 41 000 € , 100 € , 100 € , 39 000 € ,,
1901399999095+1901399999095,LOUIS,CARDON,SIMONE,05/04/1955,POULAIN,POULAIN,ARMAND,01/07/1970,95 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,3, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999096+1901399999096,MOULIN,MOULIN,GUILLAUME,06/04/1955,,,,,96 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,5,Célibataire,4, 45 000 € , 45 000 € , 100 € , 100 € , 43 000 € ,,
1901399999097+1901399999097,LECOMTE,BECK,LAURENCE,07/04/1955,VERDIER,VERDIER,SIMON,01/07/1970,97 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Marié(e)s,4, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999098+1901399999098,GONZALEZ,CREPIN,CELINE,08/04/1955,,,,,98 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,6,Célibataire,5, 52 000 € , 52 000 € , 100 € , 100 € , 50 000 € ,,
1901399999099+1901399999099,PAYET,ALVAREZ,DENISE,09/04/1955,,,,,99 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,1,Célibataire,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1901399999100+1901399999100,LEVY,LEVY,GABRIEL,10/04/1955,PELLETIER,LI,AURELIE,01/07/1970,100 La Canebière,13001 Marseille,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,0, 22 000 € , 22 000 € , 100 € , 100 € , 20 000 € ,,
1902099998001+1902A99998001,CORSE DU SUD,MARTIN,Jean-étienne,13/08/1967,MARTIN,BONNET,Sylvie,01/08/1947,Terre-Plein de la Gare 20302 AJACCIO CEDEX 9,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,26 922 €,26 922 €,2 165 €,2 165 €,26 922 €,(*) Situation  2018  partielle,
1902099998002+1902A99998002,CORSE DU SUD,BERNARD,Philippe,22/03/1985,BERNARD,DUPONT,Nathalie,01/12/1973,Terre-Plein de la Gare 20302 AJACCIO CEDEX 10,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,18 410 €,18 410 €,2 165 €,2 165 €,18 410 €,,
1902099998003+1902A99998003,CORSE DU SUD,THOMAS,Michel,19/09/1954,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 11,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,1,Célibataire,1,18 409 €,18 409 €,2 165 €,2 165 €,18 409 €,(*) Situation  2018  partielle,
1902099998004+1902A99998004,CORSE DU SUD,PETIT,Alain,13/08/1967,PETIT,FONTAINE,Rosette,24/11/1967,Terre-Plein de la Gare 20302 AJACCIO CEDEX 12,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Marié(e)s,2,21 000 €,21 000 €,2 165 €,2 165 €,21 000 €,,
1902099998005+1902A99998005,CORSE DU SUD,ROBERT,Patrick,16/02/1949,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 13,20000 AJACCIO,2019,2018,13/07/2019,13/07/2019,1,Célibataire,1,16 550 €,16 550 €,0 €,0 €,16 550 €,,
1902099998006+1902A99998006,CORSE DU SUD,RICHARD,Nicolas,13/08/1967,RICHARD,VINCENT,Françoise,13/08/1967,Terre-Plein de la Gare 20302 AJACCIO CEDEX 14,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,4,Marié(e)s,4,48 751 €,48 751 €,1 432 €,1 432 €,48 751 €,,
1902099998007+1902A99998007,CORSE DU SUD,DURAND,Christophe,22/03/1985,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 15,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,2,Célibataire,2,43 296 €,43 296 €,1 432 €,1 432 €,43 296 €,,
1902099998008+1902A99998008,CORSE DU SUD,DUBOIS,Pierre,19/09/1954,DUBOIS,LEFEVRE,Alain,16/02/1949,Terre-Plein de la Gare 20302 AJACCIO CEDEX 16,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,5,Marié(e)s,5,38 031 €,38 031 €,1 132 €,1 132 €,38 031 €,,
1902099998009+1902A99998009,CORSE DU SUD,MOREAU,Christian,13/08/1967,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 17,20000 AJACCIO,2019,2018,10/10/2019,08/07/2019,1,Célibataire,1,33 775 €,33 775 €,731 €,731 €,33 775 €,,
1902099998010+1902A99998010,CORSE DU SUD,LAURENT,Éric,16/02/1949,,,,,Terre-Plein de la Gare 20302 AJACCIO CEDEX 18,20000 AJACCIO,2019,2018,13/07/2019,13/07/2019,1,Célibataire,1,18 876 €,18 876 €,0 €,0 €,18 876 €,,
